Name of Department,Module ID,Name of Module,Name of Type,Activity ID,Name,Day,Start Time,End Time,Whole-Class/Subgroup,Size,Real Size,Duration,Weeks,Number of weeks,Room,Building,Campus
Deanery of Biomedical Sciences,MSBM10011_SS1_YR,Medical Sciences 4,*Lecture,#SPLUSB8E94A 002,Medical Sciences 4 - Lecture,Wed,11:00,13:00,,45,41,4,"Sem1 wk2-Sem1 wk8, Sem1 wk10",8,MST_Teaching Room 13 (01M.473) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,MSBM10011_SS1_YR,Medical Sciences 4,*Lecture,#SPLUSB8E94A 001,Medical Sciences 4 - Lecture,Wed,9:30,13:00,,45,41,7,"Sem1 wk1, Sem1 wk9",2,MST_Teaching Room 13 (01M.473) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,MSBM10020_SS1_YR,Medical Sciences Academic Portfolio,*Workshop - Online Live,#SPLUSB8E964,Medical Sciences Academic Portfolio - Drop-in Clinic,Wed,14:00,15:30,WC,45,41,3,"Sem1 wk3, Sem1 wk8",2,0,0,0
Deanery of Biomedical Sciences,BIME10011_SS1_SEM1,Neural circuits for learning and memory,*Seminar,#SPLUSB8E999,Neural Circuits for Learning and Memory - Seminar,Mon,9:30,12:30,WC,24,24,6,Sem1 wk1-Sem1 wk11,11,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10011_SS1_SEM1,Neural circuits for learning and memory,*Seminar,#SPLUSB8E99B,Neural Circuits for Learning and Memory - Seminar,Tue,9:30,12:30,WC,24,24,6,Sem1 wk1-Sem1 wk11,11,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,NEBM11017_SS1_SEM1,Neural Dynamics,*Seminar,#SPLUSB8E9A8,Neural Dynamics - Seminar,Thu,14:00,17:00,WC,15,9,6,Sem1 wk1-Exam1 wk1,12,MST_Teaching Room 01 (G.204) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,NEBM11017_SS1_SEM1,Neural Dynamics,*Seminar,#SPLUSB8E9AD,Neural Dynamics - Seminar,Mon,14:00,17:00,WC,15,9,6,Sem1 wk1-Exam1 wk1,12,MST_Teaching Room 01 (G.204) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10070_SS1_SEM1,Neurobiology of Cognition in Health and Disease,*Seminar,#SPLUSB8E9E1,Neurobiology of Cognition in Health and Disease - Seminar,Mon,14:00,17:00,WC,27,24,6,Sem1 wk1-Sem1 wk11,11,1GS_G.8 Gaddum LT,1 George Square (Neuroscience),*George Square/Buccleuch
Deanery of Biomedical Sciences,BIME10070_SS1_SEM1,Neurobiology of Cognition in Health and Disease,*Seminar,#SPLUSB8E9E5,Neurobiology of Cognition in Health and Disease - Seminar,Tue,14:00,17:00,WC,27,24,6,Sem1 wk1-Sem1 wk11,11,1GS_G.8 Gaddum LT,1 George Square (Neuroscience),*George Square/Buccleuch
Deanery of Biomedical Sciences,NEBM11013_SS1_SEM1,Neurodegeneration and Regeneration,*Lecture,#SPLUSB8E9F6,Neurodegeneration and Regeneration - Lecture,Thu,14:00,17:00,WC,15,12,6,Sem1 wk1-Exam1 wk1,12,CB - Micro Lab 1 (GU302),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,NEBM11013_SS1_SEM1,Neurodegeneration and Regeneration,*Lecture,#SPLUSB8E9FA 002,Neurodegeneration and Regeneration - Lecture (RIE_Anaesthetics Seminar Room (S8213)),Mon,14:00,17:00,,15,12,6,"Sem1 wk2, Exam1 wk1",2,0,0,0
Deanery of Biomedical Sciences,NEBM11013_SS1_SEM1,Neurodegeneration and Regeneration,*Lecture,#SPLUSB8E9FA 003,Neurodegeneration and Regeneration - Lecture,Mon,14:00,17:00,,15,12,6,"Sem1 wk1, Sem1 wk3-Sem1 wk11",10,CB - Micro Lab 2 (GU303),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,NEBM11013_SS1_SEM1,Neurodegeneration and Regeneration,*Workshop,#SPLUSB8EA04,Neurodegeneration and Regeneration - Workshop,Fri,9:30,11:30,WC,16,12,4,Sem1 wk4,1,CB - Seminar Room 3 (FU224),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10032_SS1_SEM1,"Neurodegeneration, obesity and cancer: genetics and beyond",*Seminar,#SPLUSB8EA0E,"Neurodegeneration, Obesity and Cancer: Genetics and Beyond - Seminar",Fri,10:00,13:00,WC,30,21,6,Sem1 wk1-Sem1 wk10,10,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10032_SS1_SEM1,"Neurodegeneration, obesity and cancer: genetics and beyond",*Seminar,#SPLUSB8EA12 002,"Neurodegeneration, Obesity and Cancer: Genetics and Beyond - Seminar",Thu,10:30,13:00,,30,21,5,Sem1 wk7,1,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10032_SS1_SEM1,"Neurodegeneration, obesity and cancer: genetics and beyond",*Seminar,#SPLUSB8EA12 001,"Neurodegeneration, Obesity and Cancer: Genetics and Beyond - Seminar",Thu,10:00,13:00,,30,21,6,"Sem1 wk1-Sem1 wk6, Sem1 wk9-Sem1 wk10",8,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10032_SS1_SEM1,"Neurodegeneration, obesity and cancer: genetics and beyond",*Seminar,#SPLUSB8EA17,"Neurodegeneration, Obesity and Cancer: Genetics and Beyond - Seminar",Thu,10:00,13:00,WC,30,21,6,Sem1 wk8,1,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,NEBM11014_SS1_SEM1,Neurodevelopmental Disorders,*Lecture,#SPLUSB8EA24,Neurodevelopmental Disorders - Lecture,Thu,14:00,17:00,WC,15,9,6,Sem1 wk1-Exam1 wk2,13,MST_Teaching Room 05 (G.200) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,NEBM11014_SS1_SEM1,Neurodevelopmental Disorders,*Lecture,#SPLUSB8EA28,Neurodevelopmental Disorders - Lecture,Mon,14:00,17:00,WC,15,9,6,Sem1 wk1-Exam1 wk2,13,MST_Teaching Room 05 (G.200) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10009_SS1_SEM1,Neuroimaging,*Seminar - Online Live,#SPLUSB8EA4C,Neuroimaging - Seminar,Mon,14:00,17:00,WC,24,0,6,Sem1 wk1-Sem1 wk11,11,0,0,0
Deanery of Biomedical Sciences,BIME10009_SS1_SEM1,Neuroimaging,*Seminar - Online Live,#SPLUSB8EA52,Neuroimaging - Seminar,Tue,14:00,17:00,WC,24,0,6,Sem1 wk1-Sem1 wk11,11,0,0,0
Deanery of Biomedical Sciences,BIME10008_SS1_SEM1,Neurotransmitters In Action,*Seminar,#SPLUSB8EA81,Neurotransmitters In Action - Seminar,Thu,14:30,17:30,WC,24,13,6,"Sem1 wk1-Sem1 wk9, Sem1 wk11",10,MST_Teaching Room 07 (1.434) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10008_SS1_SEM1,Neurotransmitters In Action,*Seminar,#SPLUSB8EA87,Neurotransmitters In Action - Seminar,Fri,13:30,17:30,WC,24,13,8,"Sem1 wk1-Sem1 wk8, Sem1 wk11",9,MST_Teaching Room 07 (1.434) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME08006_SV1_SEM1,Our Changing World,*Lecture,#SPLUSB8EA99,Our Changing World - Lecture,Tue,18:00,20:00,WC,120,64,4,Sem1 wk2-Sem1 wk6,5,MST_Room 425 Anatomy Lecture Theatre - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME09003_SV1_SEM1,Pharmacology 3,*Lecture,#SPLUSB8EA9C,Pharmacology 3 - Lecture,Mon,14:00,17:00,WC,120,105,6,"Sem1 wk1, Sem1 wk5, Sem1 wk9-Sem1 wk11",5,MST_Room 425 Anatomy Lecture Theatre - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME09003_SV1_SEM1,Pharmacology 3,*Lecture,#SPLUSB8EAA0,Pharmacology 3 - Lecture,Thu,14:00,17:00,WC,120,105,6,"Sem1 wk1, Sem1 wk4, Sem1 wk7-Sem1 wk11",7,MST_Room 425 Anatomy Lecture Theatre - Doorway 3,"Medical School, Teviot",*Central
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSBFC349,Fluid Mechanics 2 - F5 Laboratory/36,Wed,13:00,14:00,,12,12,2,Sem1 wk10,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
Deanery of Biomedical Sciences,BIME09004_SV1_SEM1,Physiology 3,*Lecture,#SPLUSB8EAAB,Physiology 3 - Lecture,Fri,14:00,16:00,WC,90,82,4,"Sem1 wk1, Sem1 wk7, Sem1 wk9-Sem1 wk10",4,MST_Room 425 Anatomy Lecture Theatre - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME09004_SV1_SEM1,Physiology 3,*Lecture,#SPLUSB8EAAF,Physiology 3 - Lecture,Tue,14:00,16:00,WC,90,82,4,Sem1 wk1-Sem1 wk11,11,MST_Room 425 Anatomy Lecture Theatre - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,ACCP10003_SS1_SEM1,"Practical Research Methods for Anaesthesia, Critical Care and Pain Medicine",*Lecture,#SPLUSB8EAB6 004,Practical Research Methods in ACCPM - Lecture <14>,Mon,9:00,12:00,,12,12,6,Sem1 wk6,1,CB - Seminar Room 5 (FU222),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,ACCP10003_SS1_SEM1,"Practical Research Methods for Anaesthesia, Critical Care and Pain Medicine",*Lecture,#SPLUSB8EAB6 003,Practical Research Methods in ACCPM - Lecture <13>,Mon,10:00,13:00,,12,12,6,Sem1 wk5,1,CB - Seminar Room 6 (FU323),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,ACCP10003_SS1_SEM1,"Practical Research Methods for Anaesthesia, Critical Care and Pain Medicine",*Lecture,#SPLUSB8EAB6 002,Practical Research Methods in ACCPM - Lecture <18>,Fri,9:00,11:00,,12,12,4,Sem1 wk10,1,CB - Seminar Room 6 (FU323),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,ACCP10003_SS1_SEM1,"Practical Research Methods for Anaesthesia, Critical Care and Pain Medicine",*Lecture,#SPLUSB8EAB6 001,"Practical Research Methods in ACCPM - Lecture <09-12, 15-17, 19>",Mon,10:00,12:00,,12,12,4,"Sem1 wk1-Sem1 wk4, Sem1 wk7-Sem1 wk9, Sem1 wk11",8,CB - Seminar Room 5 (FU222),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,ACCP10003_SS1_SEM1,"Practical Research Methods for Anaesthesia, Critical Care and Pain Medicine",*Lecture,#SPLUSB8EABA 001,"Practical Research Methods in ACCPM - Lecture <09-10, 13, 15-19>",Tue,10:00,12:00,,12,12,4,"Sem1 wk1-Sem1 wk2, Sem1 wk5, Sem1 wk7-Sem1 wk11",8,CB - Seminar Room 5 (FU222),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,ACCP10003_SS1_SEM1,"Practical Research Methods for Anaesthesia, Critical Care and Pain Medicine",*Lecture,#SPLUSB8EABA 002,Practical Research Methods in ACCPM - Lecture <12>,Tue,9:00,12:00,,12,12,6,Sem1 wk4,1,CB - Seminar Room 5 (FU222),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,ACCP10003_SS1_SEM1,"Practical Research Methods for Anaesthesia, Critical Care and Pain Medicine",*Lecture,#SPLUSB8EABE 002,Practical Research Methods in ACCPM - Lecture,Wed,11:30,13:30,,12,12,4,Sem1 wk6,1,CB - Micro Lab 2 (GU303),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,ACCP10003_SS1_SEM1,"Practical Research Methods for Anaesthesia, Critical Care and Pain Medicine",*Lecture,#SPLUSB8EABE 001,Practical Research Methods in ACCPM - Lecture,Wed,10:00,12:00,,12,12,4,"Sem1 wk1-Sem1 wk5, Sem1 wk7-Sem1 wk11",10,CB - Seminar Room 3 (FU224),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME11090_SS1_SEM1,Principles and Practice in Science Communication and Public Engagement,*Seminar,#SPLUSB8EAD4,Principles & Practice in Science Communication & Public Engagement - Seminar,Mon,9:00,11:00,WC,30,26,4,Sem1 wk1-Sem1 wk5,5,LLTC_4.1,Lister Learning and Teaching Centre,*Central
Deanery of Biomedical Sciences,BIME11090_SS1_SEM1,Principles and Practice in Science Communication and Public Engagement,*Seminar,#SPLUSB8EAD9,Principles & Practice in Science Communication & Public Engagement - Seminar,Tue,9:00,11:00,WC,30,26,4,Sem1 wk1-Sem1 wk5,5,FH_3.D02,Forresthill,*Central
Deanery of Biomedical Sciences,BIME11090_SS1_SEM1,Principles and Practice in Science Communication and Public Engagement,*Seminar,#SPLUSB8EADD,Principles & Practice in Science Communication & Public Engagement - Seminar,Mon,13:00,15:00,WC,30,26,4,Sem1 wk1-Sem1 wk5,5,LLTC_1.3,Lister Learning and Teaching Centre,*Central
Deanery of Biomedical Sciences,BIME11090_SS1_SEM1,Principles and Practice in Science Communication and Public Engagement,*Seminar,#SPLUSB8EAE4,Principles & Practice in Science Communication & Public Engagement - Seminar,Tue,13:00,15:00,WC,30,26,4,Sem1 wk1-Sem1 wk5,5,40GS_LG.10,40 George Square Lower Teaching Hub,*George Square/Buccleuch
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUS2B9A76,Y4 FA - Introduction to Farm Animal Course,Mon,12:00,13:00,WC,160,143,2,Sem1 wk1,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
School of Social and Political Science,SCIL10097_SV1_SEM1,Social Demography,*Lecture,#SPLUS969C08,Social Demography - Lecture,Mon,10:00,11:00,WC,25,19,2,Sem1 wk1-Sem1 wk11,11,CMB_Seminar Room 5,Chrystal MacMillan Building,*George Square/Buccleuch
School of Social and Political Science,SCIL10097_SV1_SEM1,Social Demography,*Laboratory,#SPLUS969C0E,Social Demography - Laboratory,Tue,16:00,17:00,WC,25,19,2,Sem1 wk2-Sem1 wk11,10,LLTC_1.1,Lister Learning and Teaching Centre,*Central
School of Social and Political Science,SCIL10091_SS1_YR,Sociology Project Preparation Course,*Lecture,#SPLUS969C3E 002,"Sociology Project Preparation Course - Lecture <10-11, 13-15, 17-19>",Wed,14:00,15:00,,150,146,2,"Sem1 wk2-Sem1 wk3, Sem1 wk5-Sem1 wk7, Sem1 wk9-Sem1 wk11",8,OC_Usha Kasera Lecture Theatre,Old College,*Central
School of Social and Political Science,SCIL10091_SS1_YR,Sociology Project Preparation Course,*Lecture,#SPLUS969C3E 001,"Sociology Project Preparation Course - Lecture <09, 12, 16>",Wed,14:00,15:00,,150,146,2,"Sem1 wk1, Sem1 wk4, Sem1 wk8",3,MST_G.07 Meadows Lecture Theatre - Doorway 4,"Medical School, Teviot",*Central
School of Social and Political Science,SAST10001_SV1_SEM1,"South Asia: Culture, Politics and the Economy",*Lecture,#SPLUS969C49,"South Asia: Culture, Politics and the Economy - Lecture",Tue,9:00,10:00,WC,25,25,2,Sem1 wk1-Sem1 wk11,11,LLTC_1.1,Lister Learning and Teaching Centre,*Central
School of Social and Political Science,SAST10001_SV1_SEM1,"South Asia: Culture, Politics and the Economy",*Tutorial,#SPLUS969C4B,"South Asia: Culture, Politics and the Economy - Tutorial",Tue,10:00,11:00,WC,25,25,2,Sem1 wk2-Sem1 wk11,10,LLTC_2.1,Lister Learning and Teaching Centre,*Central
School of Social and Political Science,SCPL08012_SV1_SEM1,Understanding Public Policy,*Lecture,#SPLUS969C63,Understanding Public Policy - Lecture,Tue,15:00,16:00,WC,100,113,2,Sem1 wk1-Sem1 wk11,11,SCS_Newhaven Lecture Theatre,13-15 South College Street,*Central
School of Social and Political Science,SCPL08012_SV1_SEM1,Understanding Public Policy,*Lecture,#SPLUS969C65,Understanding Public Policy - Lecture,Mon,17:00,18:00,WC,100,113,2,Sem1 wk1-Sem1 wk11,11,SCS_Newhaven Lecture Theatre,13-15 South College Street,*Central
School of Social and Political Science,PLIT10135_SV1_SEM1,Russia's Foreign and Security Policy,*Lecture,#SPLUS969C8C 002,Russia's Foreign and Security Policy - Lecture <12-19>,Mon,11:00,12:00,,45,45,2,Sem1 wk4-Sem1 wk11,8,AT_2.12,Appleton Tower,*George Square/Buccleuch
School of Social and Political Science,PLIT10135_SV1_SEM1,Russia's Foreign and Security Policy,*Lecture,#SPLUS969C8C 001,Russia's Foreign and Security Policy - Lecture <10-11>,Mon,11:00,12:00,,45,45,2,Sem1 wk2-Sem1 wk3,2,MST_G.03 - Doorway 6,"Medical School, Teviot",*Central
School of Social and Political Science,SCAN10089_SV1_SEM1,War and Peace: Anthropological Perspectives,*Seminar,#SPLUS969CC6,War and Peace: Anthropological Perspectives - Seminar,Mon,11:00,13:00,WC,30,30,4,Sem1 wk1-Sem1 wk11,11,CMB_Seminar Room 2,Chrystal MacMillan Building,*George Square/Buccleuch
School of Social and Political Science,PLIT10161_SV1_SEM1,Utopia,*Seminar,#SPLUS969CCC,Utopia - Seminar,Tue,14:00,16:00,WC,40,21,4,Sem1 wk1-Sem1 wk11,11,LLTC_1.2,Lister Learning and Teaching Centre,*Central
School of Social and Political Science,SCPL10044_SV1_SEM1,Understanding sustainable welfare and eco-social policy,*Seminar,#SPLUS969CD0,Understanding sustainable welfare and eco-social policy - Seminar,Fri,11:00,13:00,WC,40,18,4,Sem1 wk1-Sem1 wk11,11,LLTC_3.3,Lister Learning and Teaching Centre,*Central
School of Social and Political Science,SCAN10082_SS1_SEM1,Understanding Medicine: Social Science Perspectives,*Seminar,#SPLUS969D3E,Understanding Medicine: Social Science Perspectives - Seminar,Wed,11:00,13:00,WC,25,13,4,Sem1 wk1-Sem1 wk11,11,LLTC_5.1,Lister Learning and Teaching Centre,*Central
School of Social and Political Science,PLIT10142_SV1_SEM1,The Persian Gulf in International Relations,*Seminar,#SPLUS969D49,The Persian Gulf in International Relations - Seminar,Wed,9:00,11:00,WC,30,30,4,Sem1 wk1-Sem1 wk11,11,CMB_Seminar Room 2,Chrystal MacMillan Building,*George Square/Buccleuch
School of Social and Political Science,STIS10001_SV1_SEM1,The Internet and Society,*Lecture,#SPLUS969D62,The Internet and Society - Lecture,Tue,16:00,18:00,WC,100,90,4,Sem1 wk1-Sem1 wk11,11,SCS_Newhaven Lecture Theatre,13-15 South College Street,*Central
School of Social and Political Science,SCAN10078_SV1_SEM1,The Anthropology of Energy in the Global South,*Seminar,#SPLUS969D7A,The Anthropology of Energy in the Global South - Seminar,Wed,9:00,10:00,WC,30,10,2,Sem1 wk1-Sem1 wk11,11,CMB_Seminar Room 5,Chrystal MacMillan Building,*George Square/Buccleuch
School of Social and Political Science,PLIT10147_SV1_SEM1,Terrorism and Counterterrorism,*Lecture,#SPLUS969D7C,Terrorism and Counterterrorism - Lecture,Tue,11:00,12:00,WC,45,59,2,Sem1 wk1-Sem1 wk11,11,CMB_Seminar Room 1,Chrystal MacMillan Building,*George Square/Buccleuch
School of Social and Political Science,PLIT10133_SV1_SEM1,"Technology, Politics and Government",*Lecture,#SPLUS969DCC,"Technology, Politics and Government - Lecture",Mon,14:00,15:00,WC,30,27,2,Sem1 wk1-Sem1 wk11,11,CMB_Seminar Room 5,Chrystal MacMillan Building,*George Square/Buccleuch
School of Physics and Astronomy,PHYS10094_SV1_YR,Principles of Quantum Mechanics,*Tutorial,#SPLUSD4E460,Principles of Quantum Mechanics - Tutorial,Wed,9:00,11:00,WC,60,57,4,Sem1 wk1-Sem1 wk11,11,NUC_2.07 - Yew Lecture Theatre,Nucleus,*King's Buildings
School of Social and Political Science,SCIL10018_SV1_SEM1,Social Theory,*Lecture,#SPLUS969E1D,Social Theory - Lecture,Mon,12:00,13:00,WC,125,142,2,Sem1 wk1-Sem1 wk11,11,MST_Teviot Lecture Theatre - Doorway 5,"Medical School, Teviot",*Central
School of Health in Social Science,NUST11092_SV1_SEM1,"Designing Research in Nursing, Health and Social Care",*Tutorial,#SPLUSFD80BE 002,"Designing Research in Nursing, Health and Social Care - Tutorial/01",Mon,16:00,17:00,,15,15,2,"Sem1 wk5, Sem1 wk11",2,CMB_Seminar Room 2,Chrystal MacMillan Building,*George Square/Buccleuch
School of Biological Sciences,ECLG11003_SS1_SEM1,Professional Skills for Ecology and Evolution,Computer Workshop,#SPLUS316E7E,ECLG11003 - Professional Skills for Ecology and Evolution - Computer Workshop,Wed,13:00,17:00,WC,30,11,8,Sem1 wk2-Sem1 wk7,6,JCMB_1512,JCMB,*King's Buildings
School of Biological Sciences,ECLG11003_SS1_SEM1,Professional Skills for Ecology and Evolution,*Seminar,#SPLUS316E82,ECLG11003 - Professional Skills for Ecology and Evolution - Seminar,Wed,13:00,17:00,WC,30,11,8,Sem1 wk8-Sem1 wk9,2,ASH_Honours Room 1,Ashworth Labs,*King's Buildings
School of Biological Sciences,ECLG11003_SS1_SEM1,Professional Skills for Ecology and Evolution,*Seminar,#SPLUS316E86,ECLG11003 - Professional Skills for Ecology and Evolution - Seminar,Fri,15:00,17:00,WC,30,11,4,Sem1 wk1,1,JCMB_4325B,JCMB,*King's Buildings
School of Biological Sciences,,,Computer Workshop,#SPLUS892B12,PGBI11132 - Protein Production for Therapeutic Discovery - Computer Workshop,Tue,15:00,18:00,,39,10,6,"Sem1 wk1-Sem1 wk2, Sem1 wk11",3,PWB_G.155 - Computer Teaching Lab,Peter Wilson Building,*King's Buildings
School of Biological Sciences,,,Computer Workshop,#SPLUS892AFC,PGBI11132 - Protein Production for Therapeutic Discovery - Computer Workshop,Tue,15:00,18:00,,39,10,6,Sem1 wk3-Sem1 wk7,5,PWB_G.155 - Computer Teaching Lab,Peter Wilson Building,*King's Buildings
School of Biological Sciences,,,Class Test,#SPLUS892B06,PGBI11132 - Protein Production for Therapeutic Discovery - Formative Assessment,Tue,15:00,18:00,,39,10,6,Sem1 wk8,1,PWB_G.155 - Computer Teaching Lab,Peter Wilson Building,*King's Buildings
School of Biological Sciences,,,Oral Presentation,#SPLUS892AEA,PGBI11132 - Protein Production for Therapeutic Discovery - Oral Presentation,Tue,15:00,18:00,,39,10,6,Sem1 wk9-Sem1 wk10,2,PWB_G.155 - Computer Teaching Lab,Peter Wilson Building,*King's Buildings
School of Biological Sciences,,,*Tutorial,#SPLUS892B20,PGBI11132 - Protein Production for Therapeutic Discovery - Tutorial,Wed,12:00,13:00,,39,10,2,"Sem1 wk2-Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",6,SB_7.20,Swann Building,*King's Buildings
"School of Literatures, Languages and Cultures",,,*Seminar,#SPLUS236FC8,Arabic 1a - Seminar group 1/05,Tue,14:00,15:00,,25,14,2,"Sem1 wk1-Sem1 wk5, Sem1 wk7-Sem1 wk11",10,40GS_11.18,40 George Square,*George Square/Buccleuch
"School of Literatures, Languages and Cultures",,,*Seminar,#SPLUS236FD2,Arabic 1a - Seminar group 2/05,Wed,14:00,15:00,,25,12,2,"Sem1 wk1-Sem1 wk5, Sem1 wk7-Sem1 wk11",10,40GS_7.18,40 George Square,*George Square/Buccleuch
"School of Literatures, Languages and Cultures",,,*Seminar,#SPLUS236FDC,Arabic 1a - Seminar group 3/05,Thu,14:00,15:00,,25,13,2,"Sem1 wk1-Sem1 wk5, Sem1 wk7-Sem1 wk11",10,40GS_LG.10,40 George Square Lower Teaching Hub,*George Square/Buccleuch
"School of Literatures, Languages and Cultures",,,*Seminar,#SPLUS236FE6 002,Arabic 1a - Seminar group 4/05 <15-19>,Fri,17:00,18:00,,20,11,2,Sem1 wk7-Sem1 wk11,5,19GS_G.22 * (access at 19GSq) *,16-20 George Square,*George Square/Buccleuch
School of Engineering,PGEE11210_SS1_SEM1,Additive and Computer Aided Manufacturing (MSc),*Lecture,#SPLUSF281C4,Additive and Computer Aided Manufacture (MSc) - Lecture,Mon,9:00,12:00,WC,30,22,6,Sem1 wk1,1,ESB_Classroom 2,Eng Sanderson Building,*King's Buildings
School of Engineering,PGEE11210_SS1_SEM1,Additive and Computer Aided Manufacturing (MSc),*Lecture,#SPLUSF281C6 003,Additive and Computer Aided Manufacture (MSc) - Lecture <13>,Mon,10:00,12:00,,30,22,4,Sem1 wk5,1,JCMB_6206,JCMB,*King's Buildings
School of Engineering,PGEE11210_SS1_SEM1,Additive and Computer Aided Manufacturing (MSc),*Lecture,#SPLUSF281C6 002,Additive and Computer Aided Manufacture (MSc) - Lecture <10>,Wed,9:00,10:00,,30,22,2,Sem1 wk2,1,ALR_Classroom 10,Alrick,*King's Buildings
School of Engineering,PGEE11210_SS1_SEM1,Additive and Computer Aided Manufacturing (MSc),*Lecture,#SPLUSF281C6 001,"Additive and Computer Aided Manufacture (MSc) - Lecture <09, 11-12, 14-19>",Mon,11:00,12:00,,30,22,2,"Sem1 wk1, Sem1 wk3-Sem1 wk4, Sem1 wk6-Sem1 wk11",9,JCMB_6206,JCMB,*King's Buildings
School of Engineering,ELEE09026_SV1_SEM1,Analogue Circuits 3,*Lecture,#SPLUSF281E8,Analogue Circuits 3 - Lecture,Tue,11:00,13:00,WC,200,163,4,Sem1 wk1-Sem1 wk11,11,ESB_Lecture Theatre No. 1,Eng Sanderson Building,*King's Buildings
School of Engineering,ELEE11044_SV1_SEM1,Analogue IC Design,*Lecture,#SPLUSF281F0 003,Analogue IC Design - Lecture <12>,Tue,14:00,16:00,,43,29,4,Sem1 wk4,1,MH_G.31,Murchison House,*King's Buildings
